Company,Value
Company C,0.645
Company C,0.67
Company C,0.6525
Company C,0.5978
Company C,0.6907
Company C,0.6073
Company C,0.5774
Company C,0.5513
Company C,0.6081
Company C,0.5771
Company C,0.5271
Company C,0.558
Company C,0.6305
Company C,0.68
Company C,0.6615
Company C,0.6267
Company C,0.5492
Company C,0.5754
Company C,0.5828
Company C,0.6258
Company C,0.5592
Company C,0.6864
Company C,0.6048
Company C,0.623
Company C,0.676
Company C,0.6313
Company C,0.6253
Company C,0.6179
Company C,0.5741
Company C,0.5957
Company C,0.6193
Company C,0.5765
Company C,0.5926
Company C,0.5796
Company C,0.619
Company C,0.6521
Company C,0.5865
Company C,0.6852
Company C,0.6608
Company C,0.5947
Company C,0.6473
Company C,0.5931
Company C,0.6068
Company C,0.6291
Company C,0.6318
Company C,0.6099
Company C,0.6008
Company C,0.5573
Company C,0.6719
Company C,0.6494
Company C,0.7088
Company C,0.5809
Company C,0.5792
Company C,0.5895
Company C,0.5367
Company C,0.6393
Company C,0.6183
Company C,0.6065
Company C,0.5559
Company C,0.549
Company C,0.614
Company C,0.6214
Company C,0.5781
Company C,0.6267
Company C,0.6102
Company C,0.6121
Company C,0.6272
Company C,0.6352
Company C,0.6244
Company C,0.6294
Company C,0.5906
Company C,0.5589
Company C,0.6024
Company C,0.6213
Company C,0.596
Company C,0.5959
Company C,0.5549
Company C,0.5784
Company C,0.6265
Company C,0.6074
Company C,0.6472
Company C,0.608
Company C,0.6088
Company C,0.5946
Company C,0.6606
Company C,0.6096
Company C,0.6243
Company C,0.6605
Company C,0.5803
Company C,0.533
Company C,0.6117
Company C,0.6021
Company C,0.5749
Company C,0.5482
Company C,0.5845
Company C,0.5869
Company C,0.6418
Company C,0.6401
Company C,0.588
Company C,0.6123
Company C,0.5947
Company C,0.6393
Company C,0.6261
Company C,0.6765
Company C,0.5699
Company C,0.5812
Company C,0.6207
Company C,0.6473
Company C,0.5918
Company C,0.5894
Company C,0.6074
Company C,0.6007
Company C,0.6173
Company C,0.6522
Company C,0.5949
Company C,0.6378
Company C,0.5687
Company C,0.5916
Company C,0.6141
Company C,0.6111
Company C,0.5946
Company C,0.5354
Company C,0.6179
Company C,0.587
Company C,0.6688
Company C,0.6254
Company C,0.5546
Company C,0.6023
Company C,0.5899
Company C,0.6207
Company C,0.6283
Company C,0.6213
Company C,0.5331
Company C,0.6309
Company C,0.6172
Company C,0.5893
Company C,0.594
Company C,0.6344
Company C,0.5741
Company C,0.5937
Company C,0.6284
Company C,0.6158
Company C,0.6011
Company C,0.6126
Company C,0.6494
Company C,0.629
Company C,0.5667
Company C,0.5541
Company C,0.6156
Company C,0.5751
Company C,0.6224
Company C,0.5797
Company C,0.6313
Company C,0.5994
Company C,0.6242
Company C,0.5663
Company C,0.5669
Company C,0.6298
Company C,0.5873
Company C,0.5808
Company C,0.6013
Company C,0.6028
Company C,0.6334
Company C,0.5539
Company C,0.6377
Company C,0.6155
Company C,0.6044
Company C,0.6815
Company C,0.5999
Company C,0.5815
Company C,0.5465
Company C,0.6153
Company C,0.6261
Company C,0.5996
Company C,0.6003
Company C,0.5976
Company C,0.6601
Company C,0.5752
Company C,0.6411
Company C,0.6001
Company C,0.6174
Company C,0.6453
Company C,0.5957
Company C,0.5847
Company C,0.6089
Company C,0.5835
Company C,0.6358
Company C,0.6082
Company C,0.5943
Company C,0.601
Company C,0.5713
Company C,0.5383
Company C,0.5742
Company C,0.6106
Company C,0.5962
Company C,0.6674
Company C,0.6029
Company C,0.6298
Company C,0.6447
Company C,0.6136
Company C,0.6225
Company C,0.6534
Company C,0.6134
Company C,0.622
Company C,0.6041
Company C,0.6175
Company C,0.6433
Company C,0.5868
Company C,0.6264
Company C,0.6225
Company C,0.6301
Company C,0.5689
Company C,0.6033
Company C,0.6258
Company C,0.6137
Company C,0.5916
Company C,0.6114
Company C,0.5735
Company C,0.5814
Company C,0.5828
Company C,0.6203
Company C,0.5918
Company C,0.6056
Company C,0.5631
Company C,0.6631
Company C,0.5674
Company C,0.6572
Company C,0.6756
Company C,0.5639
Company C,0.6114
Company C,0.6167
Company C,0.602
Company C,0.6083
Company C,0.6525
Company C,0.6254
Company C,0.66
Company C,0.6361
Company C,0.6064
Company C,0.6258
Company C,0.6412
Company C,0.6256
Company C,0.5791
Company C,0.5956
Company C,0.6464
Company C,0.6209
Company C,0.6043
Company C,0.5944
Company C,0.6683
Company C,0.6265
Company C,0.6157
Company C,0.6011
Company C,0.5939
Company C,0.6
Company C,0.6483
Company C,0.5843
Company C,0.622
Company C,0.5995
Company C,0.6041
Company C,0.6261
Company C,0.615
Company C,0.6205
Company C,0.5819
Company C,0.5888
Company C,0.5882
Company C,0.6392
Company C,0.5978
Company C,0.5826
Company C,0.6032
Company C,0.6202
Company C,0.564
Company C,0.6282
Company C,0.6091
Company C,0.6353
Company C,0.5928
Company C,0.6473
Company C,0.5711
Company C,0.5993
Company C,0.6214
Company C,0.6057
Company C,0.5958
Company C,0.6631
Company C,0.6406
Company C,0.5952
Company C,0.6029
Company C,0.5944
Company C,0.5956
Company C,0.6197
Company C,0.5805
Company C,0.6156
Company C,0.5988
Company C,0.6342
Company C,0.6413
Company C,0.6106
Company C,0.6261
Company C,0.6138
Company C,0.6144
Company C,0.553
Company C,0.6015
Company C,0.5829
Company C,0.6154
Company C,0.6536
Company C,0.6371
Company C,0.5669
Company C,0.6625
Company C,0.7013
Company C,0.6057
Company C,0.5631
Company C,0.6111
Company C,0.6666
Company C,0.6128
Company C,0.5655
Company C,0.6242
Company C,0.6065
Company C,0.5533
Company C,0.6388
Company C,0.6708
Company C,0.6347
Company C,0.5811
Company C,0.5428
Company C,0.5908
Company C,0.594
Company C,0.6158
Company C,0.7008
Company C,0.5991
Company C,0.6209
Company C,0.6319
Company C,0.5842
Company C,0.5762
Company C,0.6055
Company C,0.6215
Company C,0.5885
Company C,0.6494
Company C,0.598
Company C,0.6164
Company C,0.6147
Company C,0.6541
Company C,0.6463
Company C,0.6513
Company C,0.5814
Company C,0.6283
Company C,0.5581
Company C,0.5943
Company C,0.6278
Company C,0.5845
Company C,0.6092
Company C,0.6099
Company C,0.5978
Company C,0.6395
Company C,0.5812
Company C,0.6355
Company C,0.5873
Company C,0.6042
Company C,0.6662
Company C,0.6269
Company C,0.5812
Company C,0.589
Company C,0.6399
Company C,0.6144
Company C,0.6054
Company C,0.6093
Company C,0.6658
Company C,0.6105
Company C,0.5604
Company C,0.6785
Company C,0.6503
Company C,0.5816
Company C,0.6202
Company C,0.5831
Company C,0.617
Company C,0.5917
Company C,0.5665
Company C,0.6429
Company C,0.5979
Company C,0.6013
Company C,0.5961
Company C,0.6021
Company C,0.6088
Company C,0.6103
Company C,0.62
Company C,0.624
Company C,0.6028
Company C,0.5757
Company C,0.6147
Company C,0.6081
Company C,0.6109
Company C,0.6524
Company C,0.6247
Company C,0.6309
Company C,0.639
Company C,0.589
Company C,0.5621
Company C,0.5751
Company C,0.5566
Company C,0.6047
Company C,0.5668
Company C,0.6293
Company C,0.6195
Company C,0.6315
Company C,0.6158
Company C,0.6306
Company C,0.6254
Company C,0.655
Company C,0.5951
Company C,0.6245
Company C,0.5947
Company C,0.5899
Company C,0.5822
Company C,0.5641
Company C,0.608
Company C,0.5613
Company C,0.5858
Company C,0.6385
Company C,0.6222
Company C,0.5864
Company C,0.6154
Company C,0.6098
Company C,0.6895
Company C,0.6146
Company C,0.5942
Company C,0.6217
Company C,0.6266
Company C,0.6044
Company C,0.6351
Company C,0.6239
Company C,0.5708
Company C,0.5784
Company C,0.6549
Company C,0.6295
Company C,0.6
Company C,0.6148
Company C,0.5964
Company C,0.6549
Company C,0.6052
Company C,0.6165
Company C,0.6281
Company C,0.5931
Company C,0.6122
Company C,0.6135
Company C,0.6564
Company C,0.5934
Company C,0.5963
Company C,0.638
Company C,0.6176
Company C,0.6109
Company C,0.6424
Company C,0.5896
Company C,0.5834
Company C,0.6057
Company C,0.6186
Company C,0.614
Company C,0.591
Company C,0.5808
Company C,0.5653
Company C,0.573
Company C,0.613
Company C,0.6131
Company C,0.6431
Company C,0.6448
Company C,0.6405
Company C,0.6151
Company C,0.6359
Company C,0.6169
Company C,0.6633
Company C,0.6121
Company C,0.5994
Company C,0.6098
Company C,0.5953
Company C,0.5858
Company C,0.6273
Company C,0.5411
Company C,0.589
Company C,0.6245
Company C,0.5904
Company C,0.5885
Company C,0.5732
Company C,0.6699
Company C,0.6032
Company C,0.655
Company C,0.6255
Company C,0.5921
Company C,0.6056
Company C,0.6397
Company C,0.671
Company C,0.585
Company C,0.6171
Company C,0.5944
Company C,0.5912
Company C,0.5627
Company C,0.6098
Company C,0.5974
Company C,0.606
Company C,0.5985
Company C,0.6216
Company C,0.5356
Company C,0.627
Company C,0.567
Company C,0.598
Company C,0.6347
Company C,0.6062
Company C,0.5832
Company C,0.6039
Company C,0.5887
Company C,0.6442
Company C,0.58
Company C,0.582
Company C,0.5712
Company C,0.6427
Company C,0.604
Company C,0.7014
Company C,0.5927
Company C,0.5803
Company C,0.593
Company C,0.5772
Company C,0.64
Company C,0.6332
Company C,0.5867
Company C,0.5968
Company C,0.6086
Company C,0.597
Company C,0.5818
Company C,0.6296
Company C,0.5883
Company C,0.5801
Company C,0.6104
Company C,0.5586
Company C,0.6001
Company C,0.6116
Company C,0.6533
Company C,0.5889
Company C,0.6251
Company C,0.5859
Company C,0.5841
Company C,0.6033
Company C,0.6396
Company C,0.6139
Company C,0.6331
Company C,0.6386
Company C,0.6678
Company C,0.5699
Company C,0.5926
Company C,0.6054
Company C,0.5424
Company C,0.6198
Company C,0.6333
Company C,0.6076
Company C,0.6214
Company C,0.6133
Company C,0.6049
Company C,0.5829
Company C,0.5901
Company C,0.658
Company C,0.6042
Company C,0.6107
Company C,0.587
Company C,0.657
Company C,0.6334
Company C,0.5446
Company C,0.637
Company C,0.609
Company C,0.6101
Company C,0.6197
Company C,0.565
Company C,0.6251
Company C,0.5928
Company C,0.6252
Company C,0.5901
Company C,0.6707
Company C,0.5924
Company C,0.5957
Company C,0.5483
Company C,0.5831
Company C,0.6253
Company C,0.6178
Company C,0.6482
Company C,0.6252
Company C,0.6048
Company C,0.5716
Company C,0.6761
Company C,0.6335
Company C,0.577
Company C,0.6578
Company C,0.6152
Company C,0.6091
Company C,0.5673
Company C,0.701
Company C,0.618
Company C,0.617
Company C,0.6013
Company C,0.5763
Company C,0.6294
Company C,0.5752
Company C,0.6474
Company C,0.6062
Company C,0.639
Company C,0.5848
Company C,0.6591
Company C,0.6457
Company C,0.5837
Company C,0.6294
Company C,0.5909
Company C,0.6494
Company C,0.6058
Company C,0.6273
Company C,0.6184
Company C,0.5898
Company C,0.6457
Company C,0.636
Company C,0.6375
Company C,0.6113
Company C,0.6054
Company C,0.6302
Company C,0.6165
Company C,0.597
Company C,0.6285
Company C,0.6001
Company C,0.5737
Company C,0.6799
Company C,0.6189
Company C,0.619
Company C,0.5935
Company C,0.5838
Company C,0.5784
Company C,0.6037
Company C,0.6372
Company C,0.6476
Company C,0.6273
Company C,0.5861
Company C,0.5661
Company C,0.6749
Company C,0.6532
Company C,0.5852
Company C,0.6235
Company C,0.6524
Company C,0.6286
Company C,0.6351
Company C,0.5973
Company C,0.654
Company C,0.6107
Company C,0.6172
Company C,0.6253
Company C,0.6354
Company C,0.6211
Company C,0.5885
Company C,0.5466
Company C,0.6759
Company C,0.5905
Company C,0.6011
Company C,0.6455
Company C,0.5739
Company C,0.5823
Company C,0.5928
Company C,0.6217
Company C,0.616
Company C,0.6084
Company C,0.6086
Company C,0.6548
Company C,0.6071
Company C,0.6537
Company C,0.6252
Company C,0.6573
Company C,0.666
Company C,0.6342
Company C,0.6512
Company C,0.6421
Company C,0.5882
Company C,0.5896
Company C,0.6088
Company C,0.5774
Company C,0.6209
Company C,0.6475
Company C,0.6411
Company C,0.6415
Company C,0.6375
Company C,0.6062
Company C,0.6069
Company C,0.6697
Company C,0.6064
Company C,0.6262
Company C,0.6161
Company C,0.5953
Company C,0.5847
Company C,0.556
Company C,0.6698
Company C,0.6264
Company C,0.6234
Company C,0.605
Company C,0.6151
Company C,0.5331
Company C,0.6358
Company C,0.6568
Company C,0.5811
Company C,0.577
Company C,0.6122
Company C,0.6256
Company C,0.6244
Company C,0.6284
Company C,0.6181
Company C,0.5989
Company C,0.5689
Company C,0.5778
Company C,0.5979
Company C,0.6085
Company C,0.5946
Company C,0.5873
Company C,0.6064
Company C,0.6207
Company C,0.6094
Company C,0.6113
Company C,0.6179
Company C,0.6471
Company C,0.6225
Company C,0.6087
Company C,0.6224
Company C,0.6025
Company C,0.6236
Company C,0.611
Company C,0.6441
Company C,0.6525
Company C,0.5433
Company C,0.5987
Company C,0.6319
Company C,0.6037
Company C,0.6156
Company C,0.6532
Company C,0.5477
Company C,0.6063
Company C,0.6219
Company C,0.6099
Company C,0.5657
Company C,0.6624
Company C,0.5923
Company C,0.5953
Company C,0.6022
Company C,0.6247
Company C,0.6251
Company C,0.5863
Company C,0.6044
Company C,0.5481
Company C,0.5589
Company C,0.5925
Company C,0.6334
Company C,0.5965
Company C,0.5973
Company C,0.6304
Company C,0.6188
Company C,0.6242
Company C,0.5991
Company C,0.5633
Company C,0.5648
Company C,0.6081
Company C,0.6335
Company C,0.6057
Company C,0.6593
Company C,0.5795
Company C,0.5962
Company C,0.6246
Company C,0.6048
Company C,0.5803
Company C,0.5959
Company C,0.6383
Company C,0.5859
Company C,0.6238
Company C,0.6504
Company C,0.6609
Company C,0.5926
Company C,0.6094
Company C,0.6069
Company C,0.6132
Company C,0.5845
Company C,0.5963
Company C,0.6022
Company C,0.5984
Company C,0.6783
Company C,0.6611
Company C,0.5709
Company C,0.6128
Company C,0.6153
Company C,0.5579
Company C,0.5956
Company C,0.6058
Company C,0.6216
Company C,0.637
Company C,0.5783
Company C,0.56
Company C,0.5613
Company C,0.5663
Company C,0.6131
Company C,0.6061
Company C,0.6287
Company C,0.5798
Company C,0.5801
Company C,0.6309
Company C,0.5447
Company C,0.5652
Company C,0.6207
Company C,0.6565
Company C,0.6412
Company C,0.5894
Company C,0.6236
Company C,0.6111
Company C,0.5802
Company C,0.598
Company C,0.6033
Company C,0.5883
Company C,0.6376
Company C,0.6122
Company C,0.6134
Company C,0.5818
Company C,0.6345
Company C,0.6533
Company C,0.6071
Company C,0.6512
Company C,0.5995
Company C,0.5768
Company C,0.5961
Company C,0.5575
Company C,0.6391
Company C,0.6292
Company C,0.6065
Company C,0.553
Company C,0.5927
Company C,0.674
Company C,0.6235
Company C,0.6001
Company C,0.5874
Company C,0.6295
Company C,0.63
Company C,0.6069
Company C,0.6263
Company C,0.6146
Company C,0.5872
Company C,0.6309
Company C,0.6442
Company C,0.6309
Company C,0.6729
Company C,0.6307
Company C,0.5956
Company C,0.5462
Company C,0.5947
Company C,0.6635
Company C,0.6045
Company C,0.6314
Company C,0.6026
Company C,0.6135
Company C,0.6407
Company C,0.5976
Company C,0.5908
Company C,0.6004
Company C,0.6007
Company C,0.5896
Company C,0.6033
Company C,0.6277
Company C,0.6125
Company C,0.6263
Company C,0.6613
Company C,0.6223
Company C,0.5831
Company C,0.6037
Company C,0.6142
Company C,0.6675
Company C,0.6836
Company C,0.631
Company C,0.6097
Company C,0.5897
Company C,0.6491
Company C,0.592
Company C,0.5986
Company C,0.6326
Company C,0.6023
Company C,0.5578
Company C,0.5961
Company C,0.595
Company C,0.636
Company C,0.6158
Company C,0.601
Company C,0.5763
Company C,0.5646
Company C,0.6108
Company C,0.6088
Company C,0.6342
Company C,0.6126
Company C,0.6164
Company C,0.616
Company C,0.58
Company C,0.666
Company C,0.6466
Company C,0.5935
Company C,0.5785
Company C,0.6513
Company C,0.605
Company C,0.5974
Company C,0.6359
Company C,0.6979
Company C,0.625
Company C,0.5847
Company C,0.628
Company C,0.6093
Company C,0.618
Company C,0.605
Company C,0.6101
Company C,0.5852
Company C,0.6303
Company C,0.6077
Company C,0.6362
Company C,0.566
Company C,0.5616
Company C,0.6502
Company C,0.6461
Company C,0.6296
Company C,0.6497
Company C,0.5876
Company C,0.7236
Company C,0.6391
Company C,0.6087
Company C,0.6112
Company C,0.6136
Company C,0.6093
Company C,0.5919
Company C,0.575
Company C,0.6304
Company C,0.6149
Company C,0.6128
Company C,0.6329
Company C,0.6333
Company C,0.6152
Company C,0.663
Company C,0.5744
Company C,0.6061
Company C,0.6382
Company C,0.6515
Company C,0.5955
Company C,0.6322
Company C,0.5694
Company C,0.6168
Company C,0.6367
Company C,0.6206
Company C,0.6157
Company C,0.691
Company C,0.6353
Company C,0.6321
Company C,0.569
Company C,0.6851
Company C,0.6401
Company C,0.6132
Company C,0.6335
Company C,0.5813
Company C,0.5774
Company C,0.5918
Company C,0.6307
Company C,0.5645
Company C,0.5734
Company C,0.6053
Company C,0.5956
Company C,0.6016
Company C,0.6637
Company C,0.6333
Company C,0.6108
Company C,0.5551
Company C,0.6333
Company C,0.6016
Company C,0.6488
Company C,0.588
Company C,0.6788
Company C,0.5793
Company C,0.5499
Company C,0.5749
Company C,0.616
Company C,0.5863
Company C,0.5746
Company C,0.632
Company C,0.5795
Company C,0.5655
Company C,0.6088
Company C,0.6389
Company C,0.5964
Company C,0.5978
Company C,0.6253
Company C,0.6328
Company C,0.633
Company C,0.6633
Company C,0.6061
Company C,0.6304
Company C,0.5807
Company C,0.6118
Company C,0.6243
Company C,0.5696
Company C,0.638
Company C,0.6219
Company C,0.5816
Company C,0.5945
Company C,0.6368
Company C,0.5805
Company C,0.6219
Company C,0.6331
Company C,0.6279
Company C,0.6335
Company C,0.6316
Company C,0.5467
Company C,0.5544
Company C,0.6309
Company C,0.5669
Company C,0.5781
Company C,0.644
Company C,0.6479
Company C,0.6589
Company C,0.6123
Company C,0.5831
Company C,0.5599
Company C,0.6357
Company C,0.5928
Company C,0.6332
Company C,0.5417
Company C,0.6566
Company C,0.5629
Company C,0.6021
Company C,0.5666
Company C,0.6236
Company C,0.6205
Company C,0.6056
Company C,0.5674
Company C,0.5797
Company C,0.6163
Company C,0.6386
Company C,0.5951
Company C,0.6423
Company C,0.6145
Company C,0.6319
Company C,0.5895
Company C,0.6172
Company C,0.6627
Company C,0.6382
Company C,0.6308
Company C,0.6238
Company C,0.6285
Company C,0.6504
Company C,0.6908
Company C,0.6302
Company C,0.6051
Company C,0.6044
Company C,0.605
Company C,0.5975
Company C,0.6109
Company C,0.5513
Company C,0.6036
Company C,0.6062
Company C,0.5634
Company C,0.6527
Company C,0.5986
Company C,0.5716
Company C,0.6094
Company C,0.6489
Company C,0.6279
Company C,0.5836
Company C,0.6074
Company C,0.5731
Company C,0.6328
Company C,0.6537
Company C,0.6044
Company C,0.6957
Company C,0.5979
Company C,0.6008
Company C,0.5938
Company C,0.5795
Company C,0.6193
Company C,0.6102
Company C,0.6031
Company C,0.6255
Company C,0.6095
Company C,0.6143
Company C,0.6314
Company C,0.5805
Company C,0.635
Company C,0.5889
Company C,0.6416
Company C,0.5882
Company C,0.6014
Company C,0.5893
Company C,0.6671
Company C,0.5719
Company C,0.6092
Company C,0.6255
Company C,0.5547
Company C,0.6185
Company C,0.6389
Company C,0.5951
Company C,0.5997
Company C,0.5334
Company C,0.5868
Company C,0.6095
Company C,0.6294
Company C,0.6169
Company C,0.605
Company C,0.6067
Company C,0.603
Company C,0.6146
Company C,0.6188
Company C,0.5963
Company C,0.6131
Company C,0.6252
Company C,0.641
Company C,0.6298
Company C,0.6178
Company C,0.6388
Company C,0.6115
Company C,0.6399
Company C,0.631
Company C,0.6361
Company C,0.6135
Company C,0.5507
Company C,0.538
Company C,0.6505
Company C,0.6295
Company C,0.6341
Company C,0.6705
Company C,0.6739
Company C,0.6063
Company C,0.6417
Company C,0.6177
Company C,0.5629
Company C,0.6238
Company C,0.582
Company C,0.6104
Company C,0.6068
Company C,0.6383
Company C,0.5607
Company C,0.5512
Company C,0.6353
Company C,0.5924
Company C,0.583
Company C,0.5864
Company C,0.6198
Company C,0.568
Company C,0.6292
Company C,0.5979
Company C,0.5772
Company C,0.5685
Company C,0.6321
Company C,0.5963
Company C,0.6288
Company C,0.5924
Company C,0.575
Company C,0.6125
Company C,0.5998
Company C,0.5979
Company C,0.6529
Company C,0.5598
Company C,0.6168
Company C,0.6192
Company C,0.607
Company C,0.6099
Company C,0.6261
Company C,0.5965
Company C,0.6069
Company C,0.5691
Company C,0.5662
Company C,0.6067
Company C,0.6182
Company C,0.5764
Company C,0.5565
Company C,0.6097
Company C,0.6295
Company C,0.5995
Company C,0.5595
Company C,0.6397
Company C,0.5953
Company C,0.6527
Company C,0.6471
Company C,0.6833
Company C,0.6166
Company C,0.6532
Company C,0.618
Company C,0.6249
Company C,0.6109
Company C,0.6108
Company C,0.5886
Company C,0.6152
Company C,0.6421
Company C,0.6456
Company C,0.5883
Company C,0.5974
Company C,0.6148
Company C,0.5967
Company C,0.5865
Company C,0.608
Company C,0.6351
Company C,0.6103
Company C,0.5705
Company C,0.6099
Company C,0.5879
Company C,0.5861
Company C,0.56
Company C,0.6082
Company C,0.5701
Company C,0.6164
Company C,0.6437
Company C,0.626
Company C,0.6597
Company C,0.6395
Company C,0.5982
Company C,0.62
Company C,0.6273
Company C,0.651
Company C,0.6205
Company C,0.6249
Company C,0.6273
Company C,0.616
Company C,0.608
Company C,0.631
Company C,0.617
Company C,0.638
Company C,0.653
Company C,0.5906
Company C,0.6622
Company C,0.6283
Company C,0.6002
Company C,0.6098
Company C,0.5725
Company C,0.5585
Company C,0.6204
Company C,0.5761
Company C,0.6125
Company C,0.6159
Company C,0.6097
Company C,0.6346
Company C,0.639
Company C,0.6082
Company C,0.6355
Company C,0.6334
Company C,0.6503
Company C,0.5886
Company C,0.664
Company C,0.6193
Company C,0.5995
Company C,0.613
Company C,0.5857
Company C,0.6142
Company C,0.5834
Company C,0.5558
Company C,0.5661
Company C,0.5834
Company C,0.6425
Company C,0.6702
Company C,0.6127
Company C,0.5816
Company C,0.5695
Company C,0.6324
Company C,0.6652
Company C,0.6508
Company C,0.5853
Company C,0.5688
Company C,0.5569
Company C,0.6195
Company C,0.6007
Company C,0.5935
Company C,0.656
Company C,0.6049
Company C,0.6239
Company C,0.6455
Company C,0.616
Company C,0.5821
Company C,0.6378
Company C,0.6213
Company C,0.6436
Company C,0.5274
Company C,0.6119
Company C,0.6063
Company C,0.6657
Company C,0.6104
Company C,0.5922
Company C,0.6058
Company C,0.5584
Company C,0.5989
Company C,0.598
Company C,0.5981
Company C,0.612
Company C,0.5423
Company C,0.6847
Company C,0.6325
Company C,0.5879
Company C,0.5559
Company C,0.5792
Company C,0.6127
Company C,0.5532
Company C,0.6123
Company C,0.6442
Company C,0.613
Company C,0.5288
Company C,0.6173
Company C,0.5839
Company C,0.6039
Company C,0.5889
Company C,0.6017
Company C,0.6287
Company C,0.5893
Company C,0.6322
Company C,0.6402
Company C,0.622
Company C,0.5917
Company C,0.6106
Company C,0.6099
Company C,0.6717
Company C,0.6607
Company C,0.6453
Company C,0.5962
Company C,0.6056
Company C,0.6024
Company C,0.6276
Company C,0.5505
Company C,0.6231
Company C,0.6431
Company C,0.644
Company C,0.5922
Company C,0.6331
Company C,0.6104
Company C,0.6365
Company C,0.5997
Company C,0.5136
Company C,0.6274
Company C,0.6194
Company C,0.5837
Company C,0.5721
Company C,0.6017
Company C,0.5608
Company C,0.5905
Company C,0.5828
Company C,0.5964
Company C,0.634
Company C,0.6269
Company C,0.6235
Company C,0.6123
Company C,0.6454
Company C,0.6024
Company C,0.6117
Company C,0.6299
Company C,0.56
Company C,0.6304
Company C,0.6056
Company C,0.5834
Company C,0.5908
Company C,0.6218
Company C,0.6353
Company C,0.5767
Company C,0.5949
Company C,0.6451
Company C,0.6662
Company C,0.6277
Company C,0.6376
Company C,0.6324
Company C,0.5782
Company C,0.5693
Company C,0.5966
Company C,0.6365
Company C,0.6263
Company C,0.5875
Company C,0.6039
Company C,0.5552
Company C,0.6107
Company C,0.6417
Company C,0.6252
Company C,0.6266
Company C,0.5862
Company C,0.663
Company C,0.6053
Company C,0.6424
Company C,0.6017
Company C,0.5943
Company C,0.578
Company C,0.606
Company C,0.6128
Company C,0.6179
Company C,0.5334
Company C,0.5782
Company C,0.6303
Company C,0.594
Company C,0.5815
Company C,0.5744
Company C,0.5894
Company C,0.632
Company C,0.5906
Company C,0.6288
Company C,0.569
Company C,0.5614
Company C,0.6402
Company C,0.6602
Company C,0.5563
Company C,0.6282
Company C,0.6411
Company C,0.594
Company C,0.6119
Company C,0.6127
Company C,0.593
Company C,0.624
Company C,0.6217
Company C,0.6426
Company C,0.6546
Company C,0.6099
Company C,0.6136
Company C,0.6311
Company C,0.5791
Company C,0.6364
Company C,0.6152
Company C,0.6237
Company C,0.6434
Company C,0.6077
Company C,0.6156
Company C,0.5941
Company C,0.6227
Company C,0.6043
Company C,0.5758
Company C,0.5899
Company C,0.5966
Company C,0.5838
Company C,0.6529
Company C,0.5942
Company C,0.5667
Company C,0.5898
Company C,0.6518
Company C,0.6012
Company C,0.6045
Company C,0.6111
Company C,0.6494
Company C,0.6411
Company C,0.5924
Company C,0.5385
Company C,0.6242
Company C,0.61
Company C,0.5876
Company C,0.5319
Company C,0.5955
Company C,0.5487
Company C,0.6126
Company C,0.5945
Company C,0.5604
Company C,0.5467
Company C,0.6543
Company C,0.5617
Company C,0.5922
Company C,0.5619
Company C,0.6445
Company C,0.6088
Company C,0.632
Company C,0.5939
Company C,0.6161
Company C,0.606
Company C,0.6179
Company C,0.5824
Company C,0.638
Company C,0.6344
Company C,0.6193
Company C,0.596
Company C,0.6118
Company C,0.6481
Company C,0.6162
Company C,0.6616
Company C,0.5993
Company C,0.6227
Company C,0.6065
Company C,0.5679
Company C,0.65
Company C,0.615
Company C,0.6
Company C,0.6172
Company C,0.5641
Company C,0.6299
Company C,0.5945
Company C,0.6344
Company C,0.5902
Company C,0.6464
Company C,0.6486
Company C,0.5855
Company C,0.5994
Company C,0.6129
Company C,0.651
Company C,0.6004
Company C,0.6299
Company C,0.5918
Company C,0.565
Company C,0.6258
Company C,0.6481
Company C,0.6442
Company C,0.544
Company C,0.6427
Company C,0.6202
Company C,0.611
Company C,0.576
Company C,0.5717
Company C,0.5817
Company C,0.6392
Company C,0.6479
Company C,0.5806
Company C,0.6128
Company C,0.5938
Company C,0.5577
Company C,0.6225
Company C,0.6057
Company C,0.5965
Company C,0.5702
Company C,0.6468
Company C,0.6006
Company C,0.6688
Company C,0.6485
Company C,0.5877
Company C,0.5998
Company C,0.6473
Company C,0.5656
Company C,0.6412
Company C,0.5846
Company C,0.6
Company C,0.6145
Company C,0.6145
Company C,0.5969
Company C,0.6269
Company C,0.5783
Company C,0.5878
Company C,0.585
Company C,0.5791
Company C,0.5596
Company C,0.6602
Company C,0.6041
Company C,0.5703
Company C,0.617
Company C,0.5758
Company C,0.6739
Company C,0.6051
Company C,0.6495
Company C,0.5808
Company C,0.6334
Company C,0.6435
Company C,0.6358
Company C,0.6415
Company C,0.6536
Company C,0.5784
Company C,0.6305
Company C,0.5781
Company C,0.6317
Company C,0.625
Company C,0.65
Company C,0.5807
Company C,0.6077
Company C,0.6492
Company C,0.5869
Company C,0.6074
Company C,0.6144
Company C,0.5785
Company C,0.6039
Company C,0.5541
Company C,0.6008
Company C,0.5703
Company C,0.6167
Company C,0.6226
Company C,0.585
Company C,0.6104
Company C,0.5763
Company C,0.5712
Company C,0.6365
Company C,0.5996
Company C,0.5471
Company C,0.6633
Company C,0.5586
Company C,0.5807
Company C,0.6983
Company C,0.6457
Company C,0.6362
Company C,0.6096
Company C,0.5917
Company C,0.6285
Company C,0.5596
Company C,0.6109
Company C,0.5607
Company C,0.6357
Company C,0.5935
Company C,0.6284
Company C,0.5916
